球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,305,45.3%,143.8,17,63,73,90,50.2%,11.2%,0.247,73,18,3,13,6,0
カットボール,158,23.4%,133.7,15,31,26,55,45.6%,20.8%,0.128,39,5,0,10,4,0
チェンジアップ,79,11.7%,129.3,12,5,18,29,44.3%,26.7%,0.158,19,3,0,5,1,1
フォーク,75,11.1%,132.7,8,9,11,34,37.3%,25.0%,0.313,16,5,0,3,2,0
カーブ,37,5.5%,116.4,3,7,4,14,37.8%,18.8%,0.2,10,2,0,1,0,0
スライダー,11,1.6%,128.3,1,1,2,5,36.4%,20.0%,0.5,2,1,0,0,0,0
ツーシーム,9,1.3%,133.6,1,1,3,3,55.6%,20.0%,0.0,1,0,0,0,0,0
