アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,42,32.1%,安打,34,70.8%
フライ,52,39.7%,四死球,14,29.2%
空三振,25,19.1%,失策出塁,0,0.0%
見三振,7,5.3%,野選,0,0.0%
犠打,5,3.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
