左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
40.6% (89),40.6% (89),40.6% (89),27.9% (61),27.9% (61),27.9% (61),31.5% (69),31.5% (69),31.5% (69)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
34.3% (24),100.0% (8),40.4% (57),40.0% (28),0.0% (0),23.4% (33),25.7% (18),0.0% (0),36.2% (51)
