球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,16,28.1%,148.1,1,2,3,4,37.5%,10.0%,.000,8,0,0,2,0,0
スライダー,14,24.6%,127.9,4,2,2,5,57.1%,57.1%,.000,2,0,0,1,0,0
チェンジアップ,7,12.3%,130.0,2,2,2,1,85.7%,50.0%,.000,1,0,0,1,0,0
シュート,6,10.5%,141.4,0,2,1,2,50.0%,0.0%,.500,2,1,0,1,0,0
ツーシーム,5,8.8%,139.4,0,2,1,1,60.0%,0.0%,.000,1,0,0,0,0,0
カーブ,2,3.5%,115.0,0,0,1,0,50.0%,0.0%,.000,1,0,0,0,0,0
スプリット,2,3.5%,135.0,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
カットボール,2,3.5%,137.5,0,1,1,0,100.0%,0.0%,-,0,0,0,0,0,0
スラーブ,1,1.8%,105.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
フォーク,1,1.8%,138.0,1,0,0,0,100.0%,100.0%,-,0,0,0,0,0,0
シンカー,1,1.8%,138.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
