打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.261,43,159,134,13,35,5,0,4,52,18,31,19,1,1,2,3,1,0,2,0.35,0.388,0.738
Visitor,0.253,59,214,186,12,47,12,1,0,61,7,36,23,0,0,4,1,0,0,3,0.333,0.328,0.661
