球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ZOZOマリン,.261,43,159,134,13,35,5,0,4,52,18,31,19,1,1,2,3,1,0,2,.350,.388,0.738
みずほPayPay,.154,7,31,26,2,4,2,0,0,6,0,3,3,0,0,2,0,0,0,0,.241,.231,0.472
エスコンＦ,.212,9,35,33,1,7,0,0,0,7,0,7,2,0,0,0,0,0,0,1,.257,.212,0.469
楽天モバイル,.273,11,38,33,3,9,5,0,0,14,3,7,4,0,0,1,0,0,0,1,.351,.424,0.776
京セラD大阪,.207,8,30,29,0,6,1,0,0,7,1,8,1,0,0,0,0,0,0,0,.233,.241,0.475
ベルーナドーム,.333,9,28,24,1,8,3,0,0,11,2,5,4,0,0,0,0,0,0,0,.429,.458,0.887
Pa その他,.333,5,19,15,1,5,1,0,0,6,0,2,4,0,0,0,0,0,0,1,.474,.400,0.874
東京ドーム,.500,1,4,2,1,1,0,1,0,3,1,0,0,0,0,1,1,0,0,0,.333,1.500,1.833
甲子園,.400,3,11,10,1,4,0,0,0,4,0,2,1,0,0,0,0,0,0,0,.455,.400,0.855
横浜,.200,3,6,5,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,.333,.200,0.533
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.222,3,12,9,2,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,.417,.222,0.639
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
