条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.235,249,213,50,9,0,3,44,27,0,5,4
対左投手,0.299,124,107,32,8,1,1,23,15,1,1,0
