打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,85,24,0.282,2,17,7,0,0,0.337
2打席目,79,22,0.278,1,16,10,2,0,0.36
3打席目,71,15,0.211,0,13,14,2,2,0.333
4打席目,65,17,0.262,1,12,10,1,1,0.355
5打席目以上,10,3,0.3,0,4,1,1,1,0.333
