条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.271,66,59,16,2,1,3,0,1,2,2,2,0.297
1-0より,.294,18,17,5,2,0,0,0,0,0,1,0,0.294
2-0より,.333,9,9,3,2,0,0,0,0,0,0,0,0.333
3-0より,-,6,0,0,0,0,0,0,6,0,0,0,1.0
0-1より,.258,33,31,8,1,1,1,0,0,0,1,1,0.25
1-1より,.400,41,40,16,2,0,1,0,0,0,1,0,0.4
2-1より,.211,20,19,4,0,0,1,0,0,0,1,0,0.211
3-1より,.375,14,8,3,1,0,0,0,6,0,0,0,0.643
0-2より,.167,24,24,4,0,0,1,7,0,0,0,0,0.167
1-2より,.256,45,43,11,0,0,0,14,0,1,0,1,0.267
2-2より,.167,42,42,7,0,1,0,14,0,0,0,0,0.167
3-2より,.222,37,27,6,2,0,0,7,10,0,0,0,0.432
