条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.193,100,88,17,5,0,2,2,22,12,0,0,0,0.29
1塁,0.333,30,27,9,3,1,1,3,7,2,1,0,0,0.4
2塁,0.273,16,11,3,0,1,1,3,2,5,0,0,0,0.5
3塁,0.25,4,4,1,1,0,0,1,2,0,0,0,0,0.25
1・2塁,0.0,8,8,0,0,0,0,0,1,0,0,0,0,0.0
1・3塁,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
2・3塁,0.5,5,4,2,0,1,0,5,0,0,0,0,1,0.4
満塁,0.333,4,3,1,1,0,0,4,2,0,0,0,1,0.25
得点圏,0.226,38,31,7,2,2,1,13,7,5,0,0,2,0.316
