左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
47.7% (52),47.7% (52),47.7% (52),29.4% (32),29.4% (32),29.4% (32),22.9% (25),22.9% (25),22.9% (25)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
62.1% (18),100.0% (4),39.5% (30),27.6% (8),0.0% (0),31.6% (24),10.3% (3),0.0% (0),28.9% (22)
