球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,362,54.8%,147.4,20,77,74,132,47.2%,13.1%,.186,70,13,2,12,12,1
スライダー,73,11.1%,132.4,3,17,10,30,41.1%,11.5%,.294,17,5,0,4,2,0
フォーク,56,8.5%,134.8,12,7,9,18,50.0%,38.7%,.200,20,4,1,10,1,0
カットボール,44,6.7%,137.8,8,7,6,15,47.7%,36.4%,.300,10,3,0,2,2,0
チェンジアップ,29,4.4%,122.6,5,1,4,12,34.5%,31.3%,.333,9,3,1,2,1,0
カーブ,26,3.9%,115.4,0,6,4,11,38.5%,0.0%,.400,5,2,0,0,0,0
ツーシーム,25,3.8%,141.0,2,4,7,8,52.0%,15.4%,.000,4,0,0,1,0,0
スプリット,24,3.6%,140.6,5,0,5,10,41.7%,35.7%,.429,7,3,0,3,1,0
シュート,7,1.1%,142.1,0,4,0,2,57.1%,0.0%,.000,1,0,0,0,0,0
パワーカーブ,4,0.6%,123.3,1,2,0,1,75.0%,100.0%,.000,1,0,0,1,0,0
ナックルカーブ,4,0.6%,124.0,0,2,0,1,50.0%,0.0%,.000,1,0,0,0,0,0
縦スライダー,3,0.5%,133.0,2,0,0,1,66.7%,100.0%,.000,1,0,0,1,0,0
シンカー,2,0.3%,143.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
スローカーブ,1,0.2%,96.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
