左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
65.5% (36),65.5% (36),65.5% (36),21.8% (12),21.8% (12),21.8% (12),12.7% (7),12.7% (7),12.7% (7)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
68.4% (13),100.0% (1),62.9% (22),21.1% (4),0.0% (0),22.9% (8),10.5% (2),0.0% (0),14.3% (5)
