打率.220,試合86,打席103,打数91,得点11,安打20,内安2,内安率10.0,２Ｂ2,３Ｂ0,本塁1,HR勝敗0-1-0,塁打25,打点3,三振34
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
7,0,2,3,0,3,1,75.0,0,0,1,.188,.290,.275,.565
