条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.24,58,50,12,0,0,1,1,18,6,2,0,0,0.345
1塁,0.2,27,25,5,1,0,0,0,9,0,0,2,0,0.2
2塁,0.0,3,3,0,0,0,0,0,2,0,0,0,0,0.0
3塁,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
1・2塁,0.333,8,6,2,1,0,0,1,2,1,0,1,0,0.429
1・3塁,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0.0
2・3塁,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
満塁,0.25,4,4,1,0,0,0,1,2,0,0,0,0,0.25
得点圏,0.188,18,16,3,1,0,0,2,7,1,0,1,0,0.235
