アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,19,26.4%,安打,20,64.5%
フライ,16,22.2%,四死球,9,29.0%
空三振,28,38.9%,失策出塁,2,6.5%
見三振,6,8.3%,野選,0,0.0%
犠打,3,4.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
