打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,29,10,0.345,0,7,4,0,1,0.412
2打席目,31,4,0.129,0,8,2,0,0,0.182
3打席目,28,3,0.107,0,9,3,1,0,0.194
4打席目,17,3,0.176,0,8,6,0,0,0.391
5打席目以上,6,3,0.5,1,0,2,0,0,0.625
