左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
48.6% (18),48.6% (18),48.6% (18),18.9% (7),18.9% (7),18.9% (7),32.4% (12),32.4% (12),32.4% (12)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
46.2% (6),- (0),50.0% (12),15.4% (2),- (0),20.8% (5),38.5% (5),- (0),29.2% (7)
