条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.268,267,250,67,6,4,0,0,35,15,2,0,0,0.315
1塁,0.277,56,47,13,1,1,0,1,6,1,0,8,0,0.292
2塁,0.235,23,17,4,0,0,0,0,1,3,0,3,0,0.35
3塁,0.167,7,6,1,1,0,0,1,2,1,0,0,0,0.286
1・2塁,0.278,24,18,5,0,0,0,2,0,3,1,2,0,0.409
1・3塁,0.2,8,5,1,0,0,0,2,0,0,2,0,1,0.375
2・3塁,0.375,9,8,3,0,0,0,4,2,0,1,0,0,0.444
満塁,0.167,7,6,1,0,0,0,3,0,1,0,0,0,0.286
得点圏,0.25,78,60,15,1,0,0,12,5,8,4,5,1,0.37
