打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,85,22,0.259,0,11,1,5,0,0.267
2打席目,83,25,0.301,0,11,7,1,0,0.356
3打席目,74,27,0.365,0,9,10,4,0,0.44
4打席目,63,17,0.27,0,7,7,2,0,0.343
5打席目以上,32,1,0.031,0,4,2,0,1,0.086
