アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,110,38.2%,安打,89,62.2%
フライ,126,43.8%,四死球,52,36.4%
空三振,40,13.9%,失策出塁,2,1.4%
見三振,8,2.8%,野選,0,0.0%
犠打,4,1.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
