球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
みずほPayPay,.271,55,199,170,20,46,6,3,1,61,16,20,26,1,0,2,1,0,1,2,.365,.359,0.724
エスコンＦ,.281,10,36,32,1,9,1,0,1,13,3,6,3,0,1,0,0,0,0,0,.361,.406,0.767
ZOZOマリン,.111,9,28,27,1,3,0,0,0,3,0,8,0,0,0,1,0,0,0,0,.111,.111,0.222
楽天モバイル,.172,9,32,29,0,5,1,0,0,6,3,2,1,0,0,0,2,0,1,1,.188,.207,0.394
京セラD大阪,.300,11,50,40,7,12,1,0,0,13,3,3,9,0,0,1,0,0,0,1,.429,.325,0.754
ベルーナドーム,.185,9,35,27,2,5,0,0,0,5,1,2,7,0,1,0,0,1,0,0,.371,.185,0.557
Pa その他,.250,3,13,12,2,3,0,0,1,6,3,3,1,0,0,0,0,0,0,0,.308,.500,0.808
東京ドーム,.000,1,4,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,.000,.000,0.0
甲子園,.091,3,12,11,0,1,0,1,0,3,1,1,1,0,0,0,0,0,0,1,.167,.273,0.439
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.231,3,14,13,0,3,1,0,0,4,1,1,1,0,0,0,0,0,0,0,.286,.308,0.593
神宮,.286,3,8,7,1,2,0,0,0,2,2,1,1,0,0,0,0,0,0,0,.375,.286,0.661
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
