打率.240,試合116,打席431,打数371,得点34,安打89,内安8,内安率9.0,２Ｂ10,３Ｂ4,本塁3,HR勝敗0-3-0,塁打116,打点34,三振48
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
50,1,2,4,4,1,2,33.3,5,0,6,.243,.330,.313,.643
