条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.252,295,246,62,9,2,3,24,40,2,3,4
対左投手,0.216,136,125,27,1,2,0,24,10,0,1,0
