アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,72,29.9%,安打,77,70.6%
フライ,104,43.2%,四死球,29,26.6%
空三振,51,21.2%,失策出塁,3,2.8%
見三振,14,5.8%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
