打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,83,23,0.277,0,21,2,0,2,0.287
2打席目,79,18,0.228,0,16,8,0,0,0.299
3打席目,78,19,0.244,0,14,6,0,1,0.294
4打席目,55,13,0.236,0,9,8,0,1,0.328
5打席目以上,18,4,0.222,0,5,4,0,0,0.364
