アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,78,35.6%,安打,65,67.7%
フライ,68,31.1%,四死球,30,31.3%
空三振,57,26.0%,失策出塁,1,1.0%
見三振,13,5.9%,野選,0,0.0%
犠打,3,1.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
