球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,24,72.7%,151.4,3,3,9,6,62.5%,20.0%,.000,5,0,0,2,1,0
スライダー,3,9.1%,131.0,1,0,0,2,33.3%,100.0%,.000,1,0,0,1,0,0
カーブ,2,6.1%,115.0,0,2,0,0,100.0%,-%,-,0,0,0,0,0,0
チェンジアップ,2,6.1%,130.0,0,0,0,0,0.0%,0.0%,.000,2,0,0,0,0,0
スプリット,1,3.0%,139.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
ツーシーム,1,3.0%,129.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
