打率.211,試合77,打席253,打数232,得点17,安打49,内安4,内安率8.2,２Ｂ7,３Ｂ0,本塁11,HR勝敗7-4-0,塁打89,打点39,三振90
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
13,0,6,0,2,1,0,100.0,3,0,4,.232,.269,.384,.652
