打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,58,13,0.224,3,20,6,0,0,0.297
2打席目,60,14,0.233,2,23,4,0,0,0.281
3打席目,55,12,0.218,3,17,6,0,0,0.295
4打席目,38,6,0.158,2,19,2,0,2,0.19
5打席目以上,8,2,0.25,0,2,1,0,0,0.333
