種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,3.38,12,0,12,1,1,1,0,2,1,1,1,13.1,16,0,9,11,0,7,5,2.02,0.32,-,1.9
Nighter,3.5,18,0,18,0,0,0,0,0,0,0,0,18.0,19,1,9,10,1,7,7,1.61,0.279,-,2.57
