球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
スライダー,311,64.3%,130.4,32,73,51,89,50.2%,21.5%,0.268,82,22,1,16,7,0
ストレート,113,23.3%,142.4,6,23,16,51,39.8%,15.4%,0.318,22,7,0,5,0,0
チェンジアップ,30,6.2%,130.5,5,1,3,15,30.0%,35.7%,0.143,7,1,0,1,0,0
シュート,16,3.3%,142.3,1,3,0,11,25.0%,50.0%,0.0,1,0,0,0,0,0
フォーク,14,2.9%,131.6,1,0,2,7,21.4%,14.3%,0.0,4,0,0,0,0,0
