アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,20,23.8%,安打,30,76.9%
フライ,42,50.0%,四死球,7,17.9%
空三振,14,16.7%,失策出塁,2,5.1%
見三振,8,9.5%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
