アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,11,31.4%,安打,9,50.0%
フライ,16,45.7%,四死球,8,44.4%
空三振,7,20.0%,失策出塁,1,5.6%
見三振,1,2.9%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
