防御率4.42,試合20,先発0,救援20,連投(試)0,連投(日)0,勝利2,敗戦1,HLD6,Ｓ0,ＨＰ8,ＳＰ2,救勝2,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.667,18.1,86,322,17.6,21,1,14,12,1,1,0,0,9,9,1.80,-
