チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,1.69,6,0,6,0,0,2,0,2,0,0,0,5.1,5,0,2,4,0,1,1,1.69,0.25,-,5.33
日本ハム,7.71,5,0,5,1,0,2,0,3,1,1,0,4.2,6,1,4,3,0,4,4,1.93,0.316,-,1.17
ロッテ,9.0,1,0,1,0,0,1,0,1,0,0,0,1.0,2,0,1,2,0,1,1,4.0,0.4,-,1.0
楽天,6.0,3,0,3,0,0,0,0,0,0,0,0,3.0,3,0,4,0,0,2,2,1.0,0.25,-,1.5
西武,4.5,2,0,2,1,1,0,0,1,1,1,1,2.0,4,0,1,1,1,1,1,2.5,0.4,-,2.0
