球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,200,62.1%,146.1,16,31,47,65,47.0%,15.4%,.348,46,16,1,5,5,1
シンカー,80,24.8%,131.1,20,5,7,34,40.0%,48.8%,.222,18,4,0,4,4,0
カーブ,27,8.4%,105.4,5,2,2,15,33.3%,50.0%,.000,6,0,0,3,1,0
カットボール,8,2.5%,139.6,2,0,0,6,25.0%,100.0%,.000,2,0,0,2,1,0
スライダー,5,1.6%,126.2,0,0,1,3,20.0%,0.0%,1.000,1,1,0,0,0,0
チェンジアップ,2,0.6%,114.0,0,0,1,1,50.0%,0.0%,-,0,0,0,0,0,0
