チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,1.38,3,3,0,1,1,0,0,0,0,0,0,13.0,9,0,14,6,0,2,2,1.15,0.191,4.50,-
阪神,1.29,2,2,0,1,1,0,0,0,0,0,0,14.0,9,1,17,5,0,2,2,1.0,0.184,0.60,-
ＤｅＮＡ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
広島,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
中日,6.75,1,1,0,0,0,0,0,0,0,0,0,4.0,7,0,2,2,0,3,3,2.25,0.389,1.80,-
