球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
横浜,3.44,19,0,19,0,2,7,0,7,0,0,2,18.1,14,1,20,1,1,7,7,0.82,0.209,-,2.62
東京ドーム,4.50,2,0,2,0,0,0,0,0,0,0,0,2.0,3,0,0,2,0,2,1,2.5,0.375,-,1.00
甲子園,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,2,0,0,0,0,0.0,0.0,-,99.00
マツダスタジアム,0.00,2,0,2,0,0,1,0,1,0,0,0,0.2,1,0,1,0,0,0,0,1.5,0.5,-,99.00
神宮,0.00,2,0,2,0,0,1,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0.5,0.143,-,99.00
バンテリンドーム,0.00,4,0,4,0,0,2,0,2,0,0,0,4.0,1,0,2,0,0,0,0,0.25,0.077,-,99.00
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
