防御率2.57,試合30,先発0,救援30,連投(試)0,連投(日)0,勝利0,敗戦2,HLD11,Ｓ0,ＨＰ11,ＳＰ0,救勝0,救敗2,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.000,28.0,109,383,13.7,20,1,25,3,1,1,0,0,9,8,0.82,-
