条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.244,50,45,11,2,0,1,11,1,1,3,0
対左打者,0.164,59,55,9,3,0,0,14,2,0,2,0
