背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS,詳細URL,nf3_player_id
50,山本祐大,右,.262,104,344,313,22,82,6,7.3,19,2,3,2-1-0,114,41,40,16,2,4,4,7,0,0,-,3,4,5,.303,.300,.364,.664,https://nf3.sakura.ne.jp/Central/DB/f/50_stat.htm,
