打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,80,22,0.275,1,8,5,0,1,0.314
2打席目,81,24,0.296,1,10,2,0,3,0.302
3打席目,76,18,0.237,1,11,6,0,1,0.289
4打席目,52,10,0.192,0,7,5,3,2,0.254
5打席目以上,11,6,0.545,0,0,0,1,0,0.545
