打率.262,試合104,打席344,打数313,得点22,安打82,内安6,内安率7.3,２Ｂ19,３Ｂ2,本塁3,HR勝敗2-1-0,塁打114,打点41,三振40
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
16,2,4,4,7,0,0,-,3,4,5,.303,.300,.364,.664
