チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,2.25,4,0,4,1,0,1,0,2,1,1,0,4.0,2,1,7,1,0,1,1,0.75,0.154,-,4.0
日本ハム,6.0,4,0,4,0,1,2,0,2,0,0,1,3.0,4,1,1,1,0,2,2,1.67,0.308,-,1.5
楽天,5.79,5,0,5,0,1,1,1,1,1,0,1,4.2,5,1,6,3,0,3,3,1.71,0.278,-,1.56
オリックス,9.0,3,0,3,0,1,0,0,0,0,0,1,3.0,5,0,1,2,0,3,3,2.33,0.357,-,1.0
西武,0.0,3,0,3,0,0,1,0,1,0,0,0,3.0,1,0,0,0,1,0,0,0.33,0.111,-,99.0
