防御率6.41,試合21,先発0,救援21,連投(試)0,連投(日)0,勝利1,敗戦3,HLD5,Ｓ1,ＨＰ6,ＳＰ2,救勝1,救敗3,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.250,19.2,89,331,16.8,22,4,15,8,0,1,1,0,14,14,1.53,-
