条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.25,68,60,15,1,0,2,10,4,0,2,2
対左打者,0.241,63,58,14,2,1,1,14,3,0,2,0
