チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,0.0,2,0,2,0,0,0,0,0,0,0,0,5.0,4,0,5,2,0,0,0,1.2,0.235,-,99.0
阪神,1.29,5,0,5,0,0,0,0,0,0,0,0,7.0,5,0,1,1,0,1,1,0.86,0.238,-,7.0
ＤｅＮＡ,4.15,6,0,6,0,0,0,0,0,0,0,0,8.2,10,3,6,1,0,4,4,1.27,0.286,-,2.17
広島,2.25,6,0,6,0,0,0,0,0,0,0,0,8.0,7,0,7,1,0,2,2,1.0,0.233,-,4.0
中日,0.0,3,0,3,1,0,0,0,1,1,1,0,3.1,2,0,4,1,0,0,0,0.9,0.2,-,99.0
