チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,2.25,4,0,4,0,0,1,1,1,1,0,0,4.0,3,0,4,0,1,1,1,0.75,0.2,-,4.0
日本ハム,6.35,6,0,6,0,1,2,2,2,2,0,1,5.2,10,0,8,0,0,4,4,1.76,0.417,-,1.42
楽天,2.25,4,0,4,0,0,2,0,2,0,0,0,4.0,4,1,2,1,0,1,1,1.25,0.286,-,4.0
オリックス,12.27,4,0,4,0,1,2,1,2,1,0,1,3.2,7,0,3,4,0,5,5,3.0,0.467,-,0.73
西武,4.5,2,0,2,0,0,1,0,1,0,0,0,2.0,1,0,2,1,0,1,1,1.0,0.167,-,2.0
