打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,23,5,0.217,1,5,0,0,0,0.217
2打席目,20,5,0.25,0,1,3,0,0,0.348
3打席目,18,4,0.222,1,4,3,0,0,0.333
4打席目,16,4,0.25,2,7,2,0,0,0.333
5打席目以上,6,2,0.333,0,3,1,0,0,0.429
