左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
50.7% (34),50.7% (34),50.7% (34),26.9% (18),26.9% (18),26.9% (18),22.4% (15),22.4% (15),22.4% (15)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
52.9% (9),100.0% (4),45.7% (21),23.5% (4),0.0% (0),30.4% (14),23.5% (4),0.0% (0),23.9% (11)
