球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,24,39.3%,145.4,1,3,5,9,37.5%,8.3%,.286,7,2,0,1,0,0
スライダー,12,19.7%,125.1,1,4,1,6,50.0%,50.0%,-,0,0,0,0,1,0
フォーク,8,13.1%,129.7,4,0,1,1,62.5%,57.1%,.000,3,0,0,1,0,0
シンカー,7,11.5%,136.0,1,1,1,3,42.9%,33.3%,.000,2,0,0,1,0,0
カーブ,6,9.8%,116.5,0,2,0,4,33.3%,-%,-,0,0,0,0,0,0
スプリット,2,3.3%,142.0,1,0,0,1,50.0%,100.0%,.000,1,0,0,1,0,0
シュート,1,1.6%,144.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
カットボール,1,1.6%,133.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
