打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,88,26,0.295,3,20,9,0,2,0.354
2打席目,87,26,0.299,3,14,9,1,2,0.357
3打席目,83,27,0.325,3,11,15,0,1,0.424
4打席目,75,16,0.213,0,20,13,1,0,0.33
5打席目以上,20,11,0.55,0,3,2,0,0,0.591
