球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,763,44.5%,147.8,42,169,166,234,49.4%,11.7%,.297,182,54,6,32,20,4
スライダー,223,13.0%,130.4,20,52,28,92,44.8%,25.3%,.342,38,13,2,7,4,1
フォーク,187,10.9%,136.3,32,24,24,76,42.8%,36.8%,.333,39,13,1,10,7,0
カットボール,152,8.9%,138.2,14,33,32,51,52.0%,20.6%,.296,27,8,0,5,4,0
カーブ,99,5.8%,118.2,4,24,8,50,36.4%,16.0%,.267,15,4,0,2,3,0
チェンジアップ,90,5.3%,129.3,8,15,13,36,40.0%,20.5%,.227,22,5,1,5,3,0
ツーシーム,71,4.1%,142.8,4,17,15,24,50.7%,13.3%,.188,16,3,0,5,3,0
スプリット,49,2.9%,138.9,5,13,10,15,57.1%,23.8%,.500,8,4,0,2,0,0
シュート,28,1.6%,143.0,1,3,6,14,35.7%,9.1%,.333,3,1,0,0,1,0
シンカー,21,1.2%,132.5,2,4,2,8,38.1%,22.2%,.167,6,1,0,1,0,0
ナックルカーブ,15,0.9%,117.5,2,2,1,7,33.3%,33.3%,.200,5,1,0,2,0,1
縦スライダー,6,0.4%,131.6,0,0,1,3,16.7%,0.0%,.000,1,0,0,0,0,0
パワーカーブ,5,0.3%,124.2,0,2,0,3,40.0%,-%,-,0,0,0,0,0,0
スローカーブ,3,0.2%,87.3,0,0,0,1,0.0%,0.0%,.500,2,1,0,0,0,0
パーム,1,0.1%,122.0,1,0,0,0,100.0%,100.0%,-,0,0,0,0,0,0
高速スライダー,1,0.1%,139.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
