条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.409,49,44,18,0,0,2,0,0,2,1,2,0.417
1-0より,.400,21,20,8,1,0,0,0,0,0,0,1,0.381
2-0より,.250,4,4,1,0,0,0,0,0,0,0,0,0.25
3-0より,-,5,0,0,0,0,0,0,5,0,0,0,1.0
0-1より,.261,24,23,6,2,0,0,0,0,1,0,0,0.292
1-1より,.319,50,47,15,4,0,3,0,0,1,1,1,0.327
2-1より,.500,15,14,7,2,0,1,0,1,0,0,0,0.533
3-1より,.250,25,8,2,1,0,1,0,17,0,0,0,0.76
0-2より,.143,42,42,6,1,0,0,17,0,0,0,0,0.143
1-2より,.235,70,68,16,2,0,2,23,0,2,0,0,0.257
2-2より,.276,59,58,16,2,0,0,23,0,0,0,1,0.271
3-2より,.361,58,36,13,0,0,1,8,22,0,0,0,0.603
