条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.289,292,256,74,11,0,4,56,30,3,1,2
対左投手,0.315,130,108,34,4,0,6,15,15,3,1,3
