打率.297,試合111,打席422,打数364,得点46,安打108,内安12,内安率11.1,２Ｂ15,３Ｂ0,本塁10,HR勝敗9-1-0,塁打153,打点42,三振71
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
45,0,6,2,5,0,0,-,6,0,7,.319,.379,.420,.799
