打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
1番,.321,7,31,28,3,9,2,0,0,11,2,4,2,0,0,1,0,0,0,0,.367,.393,0.76
2番,.278,5,21,18,0,5,1,0,0,6,5,6,3,0,0,0,0,0,0,0,.381,.333,0.714
3番,.224,17,71,67,6,15,3,0,2,24,5,18,2,0,1,0,1,0,0,0,.254,.358,0.612
4番,.347,35,147,121,20,42,2,0,3,53,14,16,21,0,3,0,2,0,0,3,.449,.438,0.887
5番,.314,24,98,86,9,27,5,0,2,38,11,18,8,0,2,1,1,0,0,1,.381,.442,0.823
6番,.500,3,11,8,2,4,1,0,2,11,2,2,3,0,0,0,0,0,0,0,.636,1.375,2.011
7番,.095,7,25,21,2,2,0,0,0,2,1,4,3,0,0,0,1,0,0,2,.200,.095,0.295
8番,.500,1,4,4,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,.500,.750,1.25
9番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
