球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
エスコンＦ,.303,60,230,198,27,60,9,0,6,87,26,37,26,0,3,1,2,0,0,2,.389,.439,0.828
みずほPayPay,.207,8,32,29,1,6,0,0,1,9,3,8,1,0,1,0,1,0,0,0,.250,.310,0.56
ZOZOマリン,.229,10,39,35,5,8,3,0,1,14,4,4,3,0,1,0,0,0,0,1,.308,.400,0.708
楽天モバイル,.390,10,44,41,6,16,2,0,1,21,3,5,3,0,0,0,0,0,0,1,.432,.512,0.944
京セラD大阪,.300,8,27,20,2,6,0,0,1,9,3,8,4,0,1,0,2,0,0,1,.407,.450,0.857
ベルーナドーム,.318,7,27,22,4,7,1,0,0,8,1,7,4,0,0,1,0,0,0,0,.423,.364,0.787
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
東京ドーム,.200,3,6,5,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,.333,.200,0.533
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,.250,3,10,8,1,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,.400,.250,0.65
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.333,2,7,6,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,1,.429,.333,0.762
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
