チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.25,2,5,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.4,0.25,0.65
阪神,0.3,3,11,10,1,3,1,0,0,4,1,3,1,0,0,0,0,0,0,0,0.364,0.4,0.764
ＤｅＮＡ,0.25,3,10,8,1,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0.4,0.25,0.65
広島,0.429,3,11,7,1,3,1,0,1,7,1,0,4,0,0,0,0,0,0,0,0.636,1.0,1.636
ヤクルト,0.333,2,9,9,0,3,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0.333,0.444,0.778
中日,0.333,2,7,6,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0.429,0.333,0.762
