守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,.267,19,75,60,9,16,3,0,3,28,8,9,11,0,2,1,1,0,0,2,.392,.467,0.859
一塁手,.325,21,89,77,10,25,3,0,1,31,12,12,10,0,2,0,0,0,0,2,.416,.403,0.818
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,.327,46,192,168,21,55,5,0,5,75,18,35,18,0,2,1,3,0,0,2,.393,.446,0.839
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.238,11,45,42,2,10,4,0,0,14,1,9,3,0,0,0,0,0,0,0,.289,.333,0.622
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,.000,2,7,6,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,.000,.000,0.0
途中出場,.182,12,14,11,4,2,0,0,1,5,2,3,3,0,0,0,0,0,0,0,.357,.455,0.812
