左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
66.7% (4),66.7% (4),66.7% (4),16.7% (1),16.7% (1),16.7% (1),16.7% (1),16.7% (1),16.7% (1)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
0.0% (0),- (0),80.0% (4),0.0% (0),- (0),20.0% (1),100.0% (1),- (0),0.0% (0)
