条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.219,38,32,7,1,1,0,0,0,0,6,0,0.219
1-0より,.296,28,27,8,0,0,1,0,0,0,1,0,0.296
2-0より,.200,10,10,2,0,0,0,0,0,0,0,0,0.2
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.404,58,57,23,3,1,3,0,0,0,1,0,0.404
1-1より,.271,48,48,13,2,0,1,0,0,0,0,0,0.271
2-1より,.409,22,22,9,1,1,1,0,0,0,0,0,0.409
3-1より,.500,14,4,2,0,0,0,0,9,1,0,0,0.857
0-2より,.236,56,55,13,2,2,0,19,0,0,0,1,0.232
1-2より,.250,98,96,24,2,0,0,27,0,1,0,1,0.255
2-2より,.227,66,66,15,0,0,0,20,0,0,0,0,0.227
3-2より,.156,52,45,7,0,0,0,9,7,0,0,0,0.269
