打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
1番,.259,71,324,305,32,79,8,4,4,107,19,53,11,0,0,6,2,13,4,2,.283,.351,0.634
2番,.194,7,33,31,1,6,0,0,0,6,0,3,1,0,0,1,0,3,0,0,.219,.194,0.412
3番,.000,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
4番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
5番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
6番,.385,8,30,26,4,10,0,0,0,10,2,3,2,0,2,0,0,2,0,0,.467,.385,0.851
7番,.192,8,27,26,2,5,1,0,0,6,0,7,1,0,0,0,0,1,0,0,.222,.231,0.453
8番,.400,4,16,15,3,6,1,0,0,7,1,1,0,0,0,1,0,0,0,0,.400,.467,0.867
9番,.271,15,50,48,7,13,1,1,2,22,9,7,2,0,0,0,0,3,0,0,.300,.458,0.758
